name,rmse,mae,r2
LinearRegression,127.35879783809926,69.96251413511351,0.009296499793141955
RandomForest,135.0310493496152,79.20212662038185,-0.11366117827227495
HistGradientBoosting,127.34048905627418,69.85303078561684,0.009581321427273415
XGBoost,127.9100646870453,70.21162938471969,0.0007015070377344168
SVR,132.98334847289684,58.943089842131606,-0.08014068223974546
